<xid>	<yid>	<x in nm>	<y in nm>	<Rg>	<Spring Const k>	<log10(k)>
37	102	5920.0	16320.0	281.1681082231105	0.0035565911309062377	-2.4489660588506648
37	103	5920.0	16480.0	976.2899839607504	0.0010242858335420583	-2.9895788337820797
37	104	5920.0	16640.0	3.1029168981511654	0.32227740310926073	-0.49177014453109835
37	105	5920.0	16800.0	727.7164924283338	0.001374161518125111	-2.8619622175619
37	106	5920.0	16960.0	971.287887748168	0.001029560867188819	-2.987347972986867
37	107	5920.0	17120.0	820.3657794098222	0.001218968446879157	-2.914007535992466
37	108	5920.0	17280.0			
37	115	5920.0	18400.0	340.24413141141383	0.00293906612246848	-2.531790643154962
37	116	5920.0	18560.0	1714.7186210482996	0.0005831860619724572	-3.2341928641152964
37	117	5920.0	18720.0	1350.4679162354316	0.0007404840855365176	-3.130484270887464
37	118	5920.0	18880.0	207.36355205718957	0.004822448256114972	-2.3167324235501847
37	119	5920.0	19040.0	680.0872543821633	0.0014703995605806004	-2.832564635744042
37	121	5920.0	19360.0			
37	122	5920.0	19520.0	148.85804787686476	0.006717809445057342	-2.1727723193591673
37	123	5920.0	19680.0	470.2509213324763	0.0021265242759470984	-2.6723296551085802
37	124	5920.0	19840.0	278.4248955558723	0.0035916328459188636	-2.4447080654182067
37	125	5920.0	20000.0	295.734182127571	0.0033814150018296823	-2.470901524902927
37	126	5920.0	20160.0	297.4265277621269	0.003362174879033557	-2.4733797010619116
37	127	5920.0	20320.0	1192.9423682724207	0.0008382634623399004	-3.0766194631625075
37	128	5920.0	20480.0	1098.016910958614	0.0009107327856425806	-3.0406090288931744
37	129	5920.0	20640.0	389.85480247038373	0.0025650575385074742	-2.5909028884952363
37	130	5920.0	20800.0	344.51962143156675	0.002902592298937127	-2.537213961328666
37	131	5920.0	20960.0	1065.5799677126715	0.0009384560805385234	-3.0275860474177962
37	132	5920.0	21120.0			
37	133	5920.0	21280.0			
37	134	5920.0	21440.0	35.721499473023755	0.02799434555526378	-1.552929680876976
37	135	5920.0	21600.0	815.2717844090407	0.0012265848262182429	-2.911302412166419
37	136	5920.0	21760.0	931.6863636740054	0.001073322567539367	-2.969269739124789
37	137	5920.0	21920.0	296.6926332487423	0.003370491505131562	-2.4723067631043727
37	138	5920.0	22080.0	118.241300506265	0.008457281810318172	-2.072769197772575
37	139	5920.0	22240.0	1113.4201938197912	0.0008981335218731012	-3.046659093731269
37	140	5920.0	22400.0	410.92795810463275	0.0024335165818660954	-2.6137656901484756
37	141	5920.0	22560.0	885.0247897430661	0.0011299118528536503	-2.946955435554142
37	142	5920.0	22720.0	60.97157724861615	0.016401084654943818	-1.7851274297522897
37	143	5920.0	22880.0	705.1075442135173	0.0014182233734506531	-2.8482553613835706
37	144	5920.0	23040.0	326.7154301213636	0.0030607675910150132	-2.5141696458262737
37	145	5920.0	23200.0			
37	146	5920.0	23360.0	740.8612875958914	0.0013497803391037187	-2.8697369020806507
37	147	5920.0	23520.0	370.292063958131	0.002700570974464822	-2.5685444044174552
37	149	5920.0	23840.0	123.63871054795416	0.008088081763131482	-2.092154467073665
37	150	5920.0	24000.0			
37	152	5920.0	24320.0			
37	153	5920.0	24480.0			
37	154	5920.0	24640.0	0.9092424064765868	1.0998167187066303	0.04132031726152361
37	156	5920.0	24960.0	1270.0129704983458	0.000787393533160221	-3.1038081563788658
37	157	5920.0	25120.0	649.7051030535823	0.0015391598362088411	-2.8127162779079082
37	158	5920.0	25280.0	960.5406278443437	0.0010410803780827173	-2.982515738875435
37	159	5920.0	25440.0	1344.79331461645	0.0007436086937160385	-3.128655541424572
37	160	5920.0	25600.0	1128.2301219047524	0.0008863440007360681	-3.05239769049874
37	161	5920.0	25760.0	464.33390621631565	0.0021536226121168455	-2.666830397525761
37	165	5920.0	26400.0	478.76329211874855	0.002088714854421145	-2.6801208446554043
37	166	5920.0	26560.0	3676.1753803560155	0.0002720218424136109	-3.56539622222005
37	167	5920.0	26720.0	170.5078777526916	0.00586483166162224	-2.231744448932554
37	168	5920.0	26880.0	416.19591140939553	0.0024027146172907483	-2.6192978095107353
37	169	5920.0	27040.0	804.9260179619444	0.0012423502007451303	-2.905755965501531
37	170	5920.0	27200.0	4186.15394989025	0.00023888275777010477	-3.6218151958990834
37	171	5920.0	27360.0	1619.3641692389103	0.0006175263223651496	-3.2093445256564883
37	172	5920.0	27520.0			
37	173	5920.0	27680.0	3234.7317731373196	0.0003091446432450609	-3.5098382744093772
37	174	5920.0	27840.0			
37	175	5920.0	28000.0	1004.8989208186896	0.000995124961608379	-3.002122379827769
37	191	5920.0	30560.0			
37	192	5920.0	30720.0	757.8433476195	0.0013195339157375339	-2.879579442709286
37	193	5920.0	30880.0	597.9544856215771	0.0016723680882843354	-2.776668128142819
37	194	5920.0	31040.0	1306.9504925589058	0.0007651399235804863	-3.116259136765164
37	195	5920.0	31200.0	96.49832997438996	0.01036287364004531	-1.9845197973937097
37	196	5920.0	31360.0	127.24704155744324	0.007858728876997656	-2.104647693954075
37	197	5920.0	31520.0	1056.982104961468	0.0009460898110819528	-3.0240676346278836
37	198	5920.0	31680.0	632.8997836999158	0.0015800289805030835	-2.8013349472499156
37	199	5920.0	31840.0	485.7180977244601	0.0020588073713639628	-2.686384285469001
37	200	5920.0	32000.0	1114.032780262207	0.0008976396545213261	-3.046897970081462
37	201	5920.0	32160.0	924.7294782034196	0.001081397342218199	-2.9660147021373025
37	202	5920.0	32320.0	1134.4693322809771	0.0008814693985507642	-3.054792760246372
37	203	5920.0	32480.0	1050.5423645685335	0.000951889265703919	-3.0214135706185643
37	204	5920.0	32640.0	1140.4177315722575	0.0008768716693148325	-3.0570639612366155
37	205	5920.0	32800.0	619.3882828990106	0.0016144961530747055	-2.791962985456617
37	206	5920.0	32960.0	185.08906512695867	0.005402804316473624	-2.2673807618360966
37	207	5920.0	33120.0	565.9731507787948	0.0017668682668497122	-2.752795829164969
38	8	6080.0	1280.0			
38	13	6080.0	2080.0			
38	21	6080.0	3360.0	1074.1424605367645	0.0009309752074229386	-3.0310618844566584
38	22	6080.0	3520.0	1915.0396765205287	0.0005221823924906447	-3.282177776276142
38	23	6080.0	3680.0	1705.3827348864218	0.0005863786348620446	-3.2318218619183545
38	24	6080.0	3840.0	1936.9449447233087	0.0005162769353482318	-3.2871172766082837
38	31	6080.0	4960.0			
38	41	6080.0	6560.0			
38	83	6080.0	13280.0	4464.6461149888855	0.00022398191799407363	-3.649787040738913
38	96	6080.0	15360.0	428.47015338312826	0.00233388485079805	-2.631920574981585
38	97	6080.0	15520.0	762.1069530426136	0.0013121517865801239	-2.8820159239075465
38	101	6080.0	16160.0	228.73744066627938	0.00437182473095416	-2.359337257496638
38	102	6080.0	16320.0	608.4433428389965	0.0016435384029908195	-2.784220143719778
38	103	6080.0	16480.0	387.05364128592106	0.002583621217662924	-2.587771157525664
38	104	6080.0	16640.0	1600.654972810451	0.0006247442559367975	-3.2042977282009852
38	105	6080.0	16800.0	103.32848119227039	0.009677873791053131	-2.014220045815594
38	106	6080.0	16960.0	557.4300904995526	0.001793946930822893	-2.7461904085559596
38	107	6080.0	17120.0	668.2985779118726	0.0014963371658286968	-2.8249705369793214
38	108	6080.0	17280.0	1083.0937855619754	0.0009232810799308009	-3.0346660640016445
38	117	6080.0	18720.0	70.93784147507222	0.014096848440918562	-1.850877969451298
38	118	6080.0	18880.0	1046.4279480109342	0.0009556319686422891	-3.0197093302776317
38	119	6080.0	19040.0	184.7610309292209	0.005412396731987734	-2.266610376856728
38	120	6080.0	19200.0	242.93738757240357	0.004116286957691789	-2.3854943569907423
38	122	6080.0	19520.0			
38	123	6080.0	19680.0	244.4155837528017	0.0040913921471201495	-2.388128892741078
38	124	6080.0	19840.0	504.6718019494021	0.001981485781724454	-2.703009039625914
38	125	6080.0	20000.0	163.0056321641534	0.0061347573499359745	-2.212202610388959
38	126	6080.0	20160.0	951.8792822051182	0.0010505533828653205	-2.9785818744386154
38	127	6080.0	20320.0	477.6965077241815	0.0020933793398744977	-2.6791520663165103
38	128	6080.0	20480.0	624.5803559928822	0.0016010750104529321	-2.7955883208835277
38	129	6080.0	20640.0	950.8551318682121	0.0010516849165395253	-2.9781143547683753
38	130	6080.0	20800.0	977.2186801719174	0.0010233124072332252	-2.9899917602027957
38	131	6080.0	20960.0	865.2374803193501	0.0011557520596899137	-2.937135323923913
38	132	6080.0	21120.0	77.93675998722973	0.012830915734293473	-1.891742347198067
38	133	6080.0	21280.0	1209.5634206656825	0.0008267445781798284	-3.0826286445234863
38	134	6080.0	21440.0	668.7980127167448	0.001495219753925209	-2.825294973959318
38	135	6080.0	21600.0	1138.760259574925	0.0008781479609881002	-3.0564323027421567
38	136	6080.0	21760.0	342.51337204671563	0.002919594041028008	-2.5346775314276724
38	137	6080.0	21920.0	990.1872943329238	0.0010099099490805796	-2.995717349347008
38	138	6080.0	22080.0	416.11328799775544	0.0024031917000578796	-2.619211584603226
38	139	6080.0	22240.0	602.5448707897372	0.0016596274376866416	-2.7799893938373983
38	140	6080.0	22400.0	1123.677678918528	0.0008899349152885547	-3.0506417539894866
38	141	6080.0	22560.0	907.2570776382624	0.0011022234211753546	-2.9577303648772815
38	142	6080.0	22720.0			
38	143	6080.0	22880.0	984.2591605011366	0.0010159925760719858	-2.9931094654603183
38	145	6080.0	23200.0	34.6000944264502	0.02890165522888127	-1.539077284019086
38	146	6080.0	23360.0	815.1765164784235	0.0012267281745553921	-2.911251660067632
38	147	6080.0	23520.0	882.5038439957435	0.00113313954018859	-2.9457166057567488
38	148	6080.0	23680.0	0.1442033052408226	6.9346538092866785	0.8410247851686026
38	149	6080.0	23840.0	531.2783308335642	0.0018822525632299395	-2.725322102769654
38	150	6080.0	24000.0			
38	151	6080.0	24160.0			
38	152	6080.0	24320.0	430.8516778125696	0.0023209843468104652	-2.634327788504342
38	153	6080.0	24480.0	223.2985429785289	0.004478309561098006	-2.3488858893121485
38	156	6080.0	24960.0	1050.909964515456	0.0009515563024098556	-3.0215655099492027
38	157	6080.0	25120.0	1159.5077807832188	0.000862434919862741	-3.064273667281793
38	158	6080.0	25280.0	702.4653247725712	0.001423557810947833	-2.8466248913791046
38	159	6080.0	25440.0	897.301095219708	0.0011144531142638868	-2.9529381978385603
38	160	6080.0	25600.0	713.6713607672352	0.0014012051694563532	-2.853498269111819
38	161	6080.0	25760.0	653.6788064135757	0.001529803307355984	-2.8153644044904027
38	162	6080.0	25920.0	876.9395145141171	0.001140329502148237	-2.9429696396389624
38	163	6080.0	26080.0	321.3913083074941	0.0031114718231372977	-2.507034127545137
38	166	6080.0	26560.0			
38	167	6080.0	26720.0	93.28208180781775	0.010720172412749395	-1.9697982298201575
38	168	6080.0	26880.0	680.9630790914738	0.0014685083974511194	-2.8331235656844185
38	169	6080.0	27040.0	270.56140025410855	0.003696018719081177	-2.4322658378921163
38	170	6080.0	27200.0	120.39248322425344	0.008306166408556534	-2.0805993723359535
38	172	6080.0	27520.0	1734.9482256898675	0.0005763860760757688	-3.2392865191080484
38	174	6080.0	27840.0			
38	175	6080.0	28000.0	955.8464990000258	0.0010461930875367185	-2.9803881537929806
38	191	6080.0	30560.0	1203.6127645985234	0.0008308319996369925	-3.0804867848883375
38	192	6080.0	30720.0			
38	193	6080.0	30880.0			
38	194	6080.0	31040.0			
38	195	6080.0	31200.0	144.99876957282336	0.006896610246735685	-2.161364316924627
38	196	6080.0	31360.0	401.83732609238075	0.0024885692171117625	-2.6040502752769465
38	197	6080.0	31520.0	1630.4843699702933	0.0006133146802371492	-3.212316639960014
38	198	6080.0	31680.0	427.13289172562054	0.0023411917447050063	-2.630563015924414
38	199	6080.0	31840.0	847.9068216691356	0.001179374872856269	-2.928348129310558
38	200	6080.0	32000.0	758.3939228692228	0.0013185759667175493	-2.879894844273395
38	201	6080.0	32160.0	1161.7696126657745	0.0008607558582165176	-3.065120012849313
38	202	6080.0	32320.0	1343.9273221618291	0.0007440878561732113	-3.1283757832732246
38	203	6080.0	32480.0	644.465589854534	0.0015516732246724232	-2.8091997338922945
38	204	6080.0	32640.0	43.276323951712534	0.023107323096938505	-1.6362503631130634
38	206	6080.0	32960.0	780.0467305021269	0.001281974477806331	-2.892120620884448
38	207	6080.0	33120.0	513.5604182832745	0.001947190562977559	-2.710591543908948
38	208	6080.0	33280.0	131.50615789849368	0.00760420664689995	-2.118946089546086
39	8	6240.0	1280.0	4033.1028255869355	0.0002479480546976807	-3.6056392946621516
39	12	6240.0	1920.0	650.7958881448224	0.00153658008327408	-2.813444800316365
39	13	6240.0	2080.0	384.18809299769003	0.00260289170389779	-2.5845439008027906
39	18	6240.0	2880.0	3.940218244667611	0.2537930484823584	-0.5955202776199517
39	21	6240.0	3360.0			
39	22	6240.0	3520.0	2474.0450125859575	0.00040419636462263287	-3.393407596885609
39	23	6240.0	3680.0	2078.880794357881	0.000481028062173655	-3.317829587053045
39	24	6240.0	3840.0	2440.331014222856	0.00040978047411263115	-3.387448739412543
39	25	6240.0	4000.0	531.2088293021274	0.0018824988306646643	-2.7252652848940833
39	82	6240.0	13120.0	726.4971138106711	0.0013764679597345314	-2.861233893295308
39	83	6240.0	13280.0			
39	91	6240.0	14560.0			
39	95	6240.0	15200.0	35.50181889697067	0.028167570875793323	-1.5502506042292177
39	96	6240.0	15360.0	1092.1569433318086	0.0009156193220264952	-3.0382850511209716
39	97	6240.0	15520.0	840.691479109644	0.001189497009127624	-2.9246366456157875
39	101	6240.0	16160.0	504.44179345124417	0.001982389272622101	-2.702811061075776
39	102	6240.0	16320.0	760.8598196327379	0.0013143025485071527	-2.881304649979724
39	103	6240.0	16480.0	368.2125803025862	0.0027158224718401244	-2.566098622469623
39	104	6240.0	16640.0	768.3817894237598	0.0013014363611479392	-2.885577063573192
39	105	6240.0	16800.0	1478.5176510430636	0.0006763531022402883	-3.169826513647286
39	107	6240.0	17120.0			
39	108	6240.0	17280.0	885.0532241161466	0.0011298755518332182	-2.946969388488679
39	109	6240.0	17440.0	219.52851888872277	0.004555216812203301	-2.34149094731829
39	118	6240.0	18880.0	218.8131745789483	0.004570108732823113	-2.3400734669972576
39	119	6240.0	19040.0	877.4316181087464	0.0011396899534523758	-2.943213280083454
39	120	6240.0	19200.0	191.18999915698734	0.005230399102512122	-2.281465171284597
39	121	6240.0	19360.0	516.7435159624598	0.0019351960288025126	-2.7132750358568654
39	122	6240.0	19520.0			
39	123	6240.0	19680.0	647.9969934075349	0.001543217036766535	-2.8115729908249976
39	124	6240.0	19840.0	537.2965450753671	0.0018611696076693159	-2.7302140479769808
39	125	6240.0	20000.0	508.83351954504946	0.0019652793331974374	-2.7065757128486037
39	126	6240.0	20160.0	863.7112874343428	0.001157794293704906	-2.9363685952240246
39	127	6240.0	20320.0	581.427043029604	0.0017199062410123982	-2.7644952275812895
39	128	6240.0	20480.0	667.6568864400821	0.0014977753099079936	-2.8245533328222203
39	129	6240.0	20640.0	855.4354563912941	0.0011689952672976171	-2.9321872470851145
39	130	6240.0	20800.0	1147.9344628359581	0.0008711298705411389	-3.0599170942978717
39	131	6240.0	20960.0	253.68436372648156	0.0039419063331715	-2.404293699556843
39	132	6240.0	21120.0	393.63701028676326	0.002540411531099434	-2.595095924636518
39	133	6240.0	21280.0	1156.1614314500493	0.0008649311184388906	-3.0630184775907314
39	134	6240.0	21440.0	1093.2876681157904	0.0009146723494315402	-3.0387344494497883
39	135	6240.0	21600.0	329.00057920982863	0.003039508326707912	-2.5171966625317705
39	136	6240.0	21760.0	771.7498491284111	0.0012957566511083442	-2.887476553252669
39	137	6240.0	21920.0	437.1936898809272	0.0022873157210305506	-2.6406738850487765
39	138	6240.0	22080.0			
39	139	6240.0	22240.0	1047.6899021947775	0.0009544808992671657	-3.020232758130316
39	140	6240.0	22400.0			
39	142	6240.0	22720.0			
39	143	6240.0	22880.0			
39	144	6240.0	23040.0			
39	145	6240.0	23200.0	830.3292677880339	0.0012043415049838753	-2.919250346383831
39	146	6240.0	23360.0	847.2385314539057	0.0011803051476942954	-2.9280056987723317
39	147	6240.0	23520.0	1017.6305937749827	0.0009826748587524472	-3.0075901550141753
39	148	6240.0	23680.0	941.7911035254544	0.0010618065898654694	-2.973954583634786
39	149	6240.0	23840.0	778.4567813665983	0.0012845928302461153	-2.8912345062618514
39	150	6240.0	24000.0	477.5027795645162	0.0020942286470290346	-2.678975903974253
39	151	6240.0	24160.0	798.6195098290705	0.001252160744500258	-2.902339915559811
39	152	6240.0	24320.0	1084.6243842821077	0.0009219781654290218	-3.035279363920313
39	153	6240.0	24480.0	1033.3898529471755	0.000967689006378426	-3.014264192809909
39	154	6240.0	24640.0	453.2284500194532	0.0022063928245393215	-2.6563171635449683
39	155	6240.0	24800.0	385.8736940846757	0.0025915215660712054	-2.586445172706468
39	156	6240.0	24960.0	952.2424816140826	0.0010501526862201809	-2.9787475523947777
39	157	6240.0	25120.0	598.834979439597	0.0016699091307856167	-2.7773071606321125
39	158	6240.0	25280.0	411.75183588381634	0.002428647337670084	-2.6146355442411444
39	159	6240.0	25440.0	822.9362848747144	0.0012151609041667693	-2.915366211641791
39	160	6240.0	25600.0	158.46796179279548	0.0063104238149257474	-2.1999414720866723
39	161	6240.0	25760.0	1125.1376152911719	0.0008887801691184347	-3.0512056441420277
39	162	6240.0	25920.0	630.8484604123646	0.0015851667440803983	-2.7999250474997672
39	163	6240.0	26080.0			
39	164	6240.0	26240.0			
39	168	6240.0	26880.0	582.133534176714	0.0017178189217603764	-2.765022617818497
39	169	6240.0	27040.0	1.9033458549315703	0.5253905891086474	-0.2795177106416661
39	171	6240.0	27360.0			
39	174	6240.0	27840.0	2932.8079537357057	0.0003409701609429406	-3.4672836254205297
39	175	6240.0	28000.0	1584.6006781767267	0.000631073818011122	-3.1999198374597757
39	191	6240.0	30560.0	69.45536384982056	0.014397736108074302	-1.8417057907565197
39	192	6240.0	30720.0	991.118716761904	0.0010089608672380966	-2.9961256776403267
39	193	6240.0	30880.0	446.24649160391846	0.0022409139765015443	-2.6495748147044558
39	194	6240.0	31040.0	62.89003867020114	0.015900769361012094	-1.7985818617702047
39	195	6240.0	31200.0	1319.7760439420795	0.0007577043124779485	-3.120500240954285
39	196	6240.0	31360.0			
39	197	6240.0	31520.0	1213.9896275720002	0.0008237302669546006	-3.0842149761070408
39	198	6240.0	31680.0	1010.2922631632891	0.0009898125883582801	-3.0044470271668384
39	199	6240.0	31840.0	491.92987620772396	0.002032810057622393	-2.6919031992174762
39	200	6240.0	32000.0	1440.117546347394	0.0006943877619825722	-3.1583979418498154
39	201	6240.0	32160.0	499.99716721904923	0.0020000113311880005	-2.698967543806778
39	202	6240.0	32320.0	390.1792436736832	0.00256292464607965	-2.591264162552739
39	206	6240.0	32960.0	427.7093377488223	0.002338036399353204	-2.6311487318759803
39	207	6240.0	33120.0	1304.179489190182	0.0007667656241250509	-3.115337365782828
39	208	6240.0	33280.0	452.89665942552057	0.002208009220621004	-2.6559991173303112
39	209	6240.0	33440.0	119.9944622815534	0.008333717914861883	-2.0791612039138085
40	8	6400.0	1280.0	7556.101771915469	0.00013234337363173185	-3.8782977987314853
40	10	6400.0	1600.0			
40	11	6400.0	1760.0			
40	12	6400.0	1920.0	305.36239391910163	0.0032747974862449036	-2.4848155516495196
40	13	6400.0	2080.0			
40	17	6400.0	2720.0	1167.9976527007234	0.0008561661041764358	-3.0674419699851585
40	20	6400.0	3200.0			
40	34	6400.0	5440.0			
40	82	6400.0	13120.0	1421.0714517371964	0.000703694384105419	-3.152615914883873
40	83	6400.0	13280.0	1224.2104937823729	0.0008168529881739189	-3.087856097898217
40	84	6400.0	13440.0	78.86336312317205	0.012680159206983841	-1.8968752935930482
40	91	6400.0	14560.0			
40	92	6400.0	14720.0	15.770182199774935	0.06341080827932803	-1.1978367109509545
40	93	6400.0	14880.0	378.82479056718773	0.0026397427647297587	-2.578438391804954
40	94	6400.0	15040.0			
40	95	6400.0	15200.0	589.6629546836756	0.0016958840504682027	-2.7706038442746213
40	96	6400.0	15360.0	1359.953637364344	0.0007353191848054823	-3.1335241029437153
40	97	6400.0	15520.0	912.5281497503809	0.001095856604833009	-2.9602462704903667
40	98	6400.0	15680.0	39.919740768788124	0.025050262870992032	-1.60118771239864
40	101	6400.0	16160.0			
40	102	6400.0	16320.0	565.2881769148316	0.0017690092254497366	-2.752269902222291
40	103	6400.0	16480.0	1195.5360427215778	0.0008364448785028264	-3.077562673650571
40	104	6400.0	16640.0	189.73302387035352	0.005270563761653375	-2.2781429283395935
40	105	6400.0	16800.0			
40	107	6400.0	17120.0			
40	108	6400.0	17280.0	1209.7535691237842	0.0008266146308824637	-3.0826969120771923
40	109	6400.0	17440.0	421.10571123478246	0.0023747006353054705	-2.6243911315673345
40	118	6400.0	18880.0			
40	119	6400.0	19040.0			
40	120	6400.0	19200.0	877.3298188223868	0.0011398221951948125	-2.943162890477839
40	121	6400.0	19360.0	499.46346222165465	0.0020021484565696107	-2.6985037233209357
40	122	6400.0	19520.0	344.01686390773324	0.002906834242487032	-2.536579732462687
40	123	6400.0	19680.0	1135.509413333407	0.0008806620079567592	-3.0551907388567754
40	124	6400.0	19840.0	961.8037901315845	0.0010397130997614283	-2.983086484143475
40	125	6400.0	20000.0	211.05875336102199	0.004738017182776929	-2.3244033686086794
40	127	6400.0	20320.0	649.0524167812623	0.0015407076133529148	-2.8122797713760637
40	128	6400.0	20480.0	1370.149626440847	0.0007298472960195145	-3.1367679966376616
40	129	6400.0	20640.0	913.3733325466823	0.0010948425625825792	-2.9606483275064845
40	130	6400.0	20800.0	118.4395958979848	0.008443122356321841	-2.0734969169579345
40	131	6400.0	20960.0	519.9202258996386	0.0019233719909042975	-2.7159367126552474
40	132	6400.0	21120.0	644.7312797459874	0.00155103378944788	-2.809378740928551
40	133	6400.0	21280.0	485.6755839670765	0.0020589875896824764	-2.6863462710355197
40	134	6400.0	21440.0	1026.2542716840012	0.0009744173813367714	-3.011254977839974
40	135	6400.0	21600.0	388.8527400570592	0.0025716676185778267	-2.589785163564946
40	136	6400.0	21760.0	386.7155929485127	0.0025858796961754265	-2.5873916838262763
40	137	6400.0	21920.0			
40	139	6400.0	22240.0			
40	140	6400.0	22400.0			
40	143	6400.0	22880.0	90.31090070492174	0.011072860443141415	-1.9557401736831213
40	144	6400.0	23040.0	724.1115029635412	0.0013810027819021538	-2.8598054465744913
40	145	6400.0	23200.0	682.9466390764592	0.0014642432406612154	-2.8343867721149665
40	146	6400.0	23360.0	970.3195937595981	0.001030588278780811	-2.986914801220726
40	147	6400.0	23520.0	1132.6338771631924	0.0008828978367701762	-3.054089547264911
40	148	6400.0	23680.0	437.1945633640512	0.002287311151139136	-2.6406747527386143
40	149	6400.0	23840.0	721.3079386888071	0.0013863704339893985	-2.8581207120455625
40	150	6400.0	24000.0	520.7978234009367	0.0019201309127402956	-2.716669160493051
40	151	6400.0	24160.0	759.4141133244935	0.0013168046029883374	-2.8804786640205196
40	152	6400.0	24320.0	369.47614425123635	0.002706534685822693	-2.5675864027998294
40	153	6400.0	24480.0	668.5198626692655	0.0014958418677452616	-2.825114315292106
40	154	6400.0	24640.0	596.9543529751286	0.0016751699606781557	-2.7759411234091957
40	155	6400.0	24800.0	1155.5168390462086	0.0008654136107833998	-3.0627762787217163
40	156	6400.0	24960.0	742.7932729988062	0.0013462695966036397	-2.870867961959602
40	157	6400.0	25120.0	870.4703100300694	0.0011488042595794636	-2.9397539628054425
40	158	6400.0	25280.0	680.7368653867698	0.0014689963932419565	-2.8329792705113355
40	159	6400.0	25440.0	1444.7207690579485	0.0006921752780311069	-3.1597839161750985
40	160	6400.0	25600.0	270.70501271470835	0.0036940579340282993	-2.4324962977881683
40	161	6400.0	25760.0			
40	162	6400.0	25920.0			
40	164	6400.0	26240.0	2561.666724653106	0.00039037084347317555	-3.408522626946885
40	165	6400.0	26400.0	579.8940673703655	0.001724452889360777	-2.763348665703737
40	166	6400.0	26560.0	682.9507739282762	0.0014642343755584064	-2.8343894015120363
40	169	6400.0	27040.0			
40	188	6400.0	30080.0			
40	189	6400.0	30240.0	490.00273352369084	0.0020408049416558035	-2.6901985027855417
40	190	6400.0	30400.0	471.29178447256584	0.0021218277783456897	-2.6732898692327343
40	191	6400.0	30560.0	918.8877698654165	0.001088272183823345	-2.963262471228804
40	192	6400.0	30720.0	1269.8955433465424	0.0007874663433849925	-3.1037679990552363
40	193	6400.0	30880.0	866.3213156688648	0.0011543061239673242	-2.9376790002624222
40	194	6400.0	31040.0	1637.8750266096831	0.0006105471930113914	-3.2142807610847135
40	195	6400.0	31200.0	1867.4438429800766	0.000535491336866224	-3.2712475507548673
40	196	6400.0	31360.0			
40	197	6400.0	31520.0	508.75513839231974	0.001965582113155707	-2.7065088086001774
40	198	6400.0	31680.0	1054.91583633764	0.0009479429216568672	-3.023217811982341
40	199	6400.0	31840.0			
40	200	6400.0	32000.0	457.5709947236432	0.002185453211700984	-2.6604584868716943
40	201	6400.0	32160.0	1344.478002547145	0.0007437830876410597	-3.1285537009806346
40	206	6400.0	32960.0	271.0233016838578	0.003689719643244831	-2.433006631677627
40	207	6400.0	33120.0	1079.9241659247925	0.0009259909459879995	-3.033393259675165
40	208	6400.0	33280.0	840.0731391766467	0.0011903725442050166	-2.924317098630999
40	209	6400.0	33440.0	353.44569816222287	0.0028292889266996386	-2.5483227001696815
41	10	6560.0	1600.0	969.0554554044628	0.0010319326870541394	-2.9863486308041387
41	11	6560.0	1760.0	2100.1510070303434	0.00047615623669557957	-3.3222505229063946
41	12	6560.0	1920.0	1549.4861721895177	0.0006453752333826507	-3.1901877048937366
41	13	6560.0	2080.0			
41	16	6560.0	2560.0	274.2059853961456	0.0036468934059017684	-2.4380769303810927
41	18	6560.0	2880.0	3301.462703686758	0.0003028960463140461	-3.5187063954528797
41	20	6560.0	3200.0			
41	83	6560.0	13280.0	978.0123191410003	0.0010224820080776812	-2.9903443252387905
41	84	6560.0	13440.0	812.0653024584501	0.0012314280600003418	-2.909590954557703
41	85	6560.0	13600.0	150.38162410885846	0.006649748637347596	-2.177194770858717
41	92	6560.0	14720.0	887.9951221743372	0.0011261323120237514	-2.9484105801720837
41	93	6560.0	14880.0	1178.9480622063188	0.0008482137865586461	-3.0714946729542563
41	95	6560.0	15200.0			
41	96	6560.0	15360.0	617.3885701301308	0.0016197254830766041	-2.7905585850175343
41	97	6560.0	15520.0	307.0326712132951	0.003256982379263807	-2.4871845910234587
41	98	6560.0	15680.0			
41	99	6560.0	15840.0	777.1583100778586	0.001286739119986784	-2.8905094952360826
41	101	6560.0	16160.0	872.3392718543582	0.001146342979462875	-2.9406854244255296
41	102	6560.0	16320.0	2086.342819830099	0.0004793076144990567	-3.3193856715534764
41	103	6560.0	16480.0			
41	107	6560.0	17120.0			
41	108	6560.0	17280.0	1242.6807140765357	0.0008047119333811524	-3.0943595583062535
41	109	6560.0	17440.0			
41	118	6560.0	18880.0			
41	119	6560.0	19040.0	406.77348568301755	0.0024583706539301345	-2.6093526369821847
41	120	6560.0	19200.0	1186.8835930679775	0.0008425426097727901	-3.074408126395781
41	121	6560.0	19360.0	139.82286966518984	0.00715190585341676	-2.1455782111599446
41	122	6560.0	19520.0	693.1502254703131	0.0014426887033348141	-2.8408273688432266
41	123	6560.0	19680.0	668.5173324079689	0.0014958475293348726	-2.825112671540499
41	124	6560.0	19840.0	322.7804198629187	0.003098081353338251	-2.508907182173328
41	125	6560.0	20000.0	447.0132138190313	0.0022370703350278135	-2.6503203611719157
41	126	6560.0	20160.0	8.000618089105009	0.12499034310383703	-0.9031235397817506
41	127	6560.0	20320.0	1514.2844588073638	0.0006603779060029385	-3.1802074651813794
41	128	6560.0	20480.0	133.07102319250265	0.007514784030430007	-2.124083496213505
