<xid>	<yid>	<x in nm>	<y in nm>	<Rg>	<Spring Const k>	<log10(k)>
87	171	13920.0	27360.0	415.4848336296314	0.0024068267216016195	-2.618555175433785
87	172	13920.0	27520.0	90.25234617281102	0.011080044368987884	-1.955458500513002
87	173	13920.0	27680.0	1203.3386124261156	0.0008310212850095838	-3.080387852456773
87	174	13920.0	27840.0	722.4839292705856	0.0013841138321368514	-2.85882819121166
87	175	13920.0	28000.0	687.2560620303719	0.0014550617378996753	-2.837118579282663
87	176	13920.0	28160.0	12.454200536303322	0.08029419448362454	-1.0953158544084083
87	177	13920.0	28320.0	736.2103951831316	0.00135830736232847	-2.867001945328523
87	178	13920.0	28480.0			
87	185	13920.0	29600.0			
87	186	13920.0	29760.0	919.2937333702192	0.0010877915988113003	-2.9634542996337205
87	187	13920.0	29920.0	420.4132839850457	0.0023786118043681286	-2.6236764301684232
87	192	13920.0	30720.0	907.2428395571652	0.00110224071924129	-2.9577235492031724
87	193	13920.0	30880.0	511.53311414535034	0.0019549076537708826	-2.7088737530532647
87	206	13920.0	32960.0	418.69736802938826	0.0023883598903583513	-2.6219002308842905
87	207	13920.0	33120.0	1014.1204845451612	0.0009860761272843294	-3.0060895552583258
87	208	13920.0	33280.0	515.999385079539	0.0019379868056351548	-2.712649184075424
87	209	13920.0	33440.0	276.54711156955875	0.003616020410860354	-2.4417691267865513
88	6	14080.0	960.0	219.5496373028846	0.004554778647256099	-2.3415327239843102
88	7	14080.0	1120.0	879.3447650289597	0.001137210386380212	-2.944159182461182
88	8	14080.0	1280.0	861.5895301550571	0.0011606454872078514	-2.9353004128717357
88	9	14080.0	1440.0	341.24086640383706	0.002930481365079419	-2.533061035950648
88	10	14080.0	1600.0	729.8947246909052	0.0013700605939075373	-2.8632602248014476
88	11	14080.0	1760.0	644.118170567382	0.0015525101537178089	-2.8089655507718687
88	14	14080.0	2240.0	670.7591429688853	0.001490848109164555	-2.8265666011559376
88	15	14080.0	2400.0	131.23600643677034	0.0076198600304239	-2.118053006163397
88	16	14080.0	2560.0	132.2708012373634	0.007560247542505423	-2.121463984315711
88	17	14080.0	2720.0	814.1582798039774	0.001228262396644504	-2.910708843910313
88	20	14080.0	3200.0	430.0792886704013	0.0023251526552034627	-2.633548528736989
88	21	14080.0	3360.0	1479.2937690234799	0.0006759982506112535	-3.1700544279501726
88	22	14080.0	3520.0	1403.160588026744	0.0007126768015956704	-3.1471073777302845
88	23	14080.0	3680.0	1031.4780674591736	0.0009694825624972199	-3.0134599979100214
88	24	14080.0	3840.0	1097.7029039945414	0.0009109933082631006	-3.0404848131423514
88	25	14080.0	4000.0	1383.7405341874696	0.0007226788370315382	-3.141054663000268
88	26	14080.0	4160.0	157.73539642807245	0.006339731110740266	-2.197929161613246
88	27	14080.0	4320.0	894.1817663284904	0.001118340853790834	-2.9514258097238506
88	29	14080.0	4640.0	370.060475801857	0.0027022610232372776	-2.568272702880085
88	31	14080.0	4960.0	2595.5805641601864	0.00038527026046042043	-3.414234513479633
88	34	14080.0	5440.0			
88	36	14080.0	5760.0			
88	37	14080.0	5920.0	83.1206732360827	0.012030701401560592	-1.9197090521325142
88	38	14080.0	6080.0			
88	39	14080.0	6240.0			
88	40	14080.0	6400.0	385.7675823072725	0.002592234407098204	-2.586325729226469
88	41	14080.0	6560.0	779.4291828698688	0.00128299019587384	-2.8917766623266767
88	42	14080.0	6720.0	1095.7497582834026	0.0009126171303624983	-3.0397113835229432
88	43	14080.0	6880.0	1112.6498738578643	0.0008987553259074428	-3.046358523028688
88	44	14080.0	7040.0	7.628238166210332	0.1310918692116288	-0.8824242439775616
88	45	14080.0	7200.0	368.12072734859777	0.0027165001199539467	-2.5659902714528866
88	46	14080.0	7360.0	1441.2271335723676	0.0006938531593707242	-3.158732429865897
88	47	14080.0	7520.0	260.8391594142357	0.0038337801818012734	-2.41637279197114
88	48	14080.0	7680.0	251.06979122561745	0.003982956273307192	-2.399794461445465
88	49	14080.0	7840.0	152.0426934130243	0.006577100007584698	-2.181965554459434
88	50	14080.0	8000.0	325.6519116460939	0.0030707634877536415	-2.512753631918709
88	51	14080.0	8160.0	267.83085988141073	0.003733699695557027	-2.4278606156336595
88	52	14080.0	8320.0	109.7109119873167	0.009114863616443244	-2.040249825206399
88	53	14080.0	8480.0	264.39041501427056	0.0037822853750050837	-2.42224570655541
88	54	14080.0	8640.0	676.5633478575635	0.001478058193909921	-2.8303084666202025
88	55	14080.0	8800.0	1176.5543226819118	0.0008499395061679236	-3.0706119837826344
88	56	14080.0	8960.0			
88	57	14080.0	9120.0	239.91122382385828	0.004168208490046283	-2.3800505661451736
88	58	14080.0	9280.0	401.4203268332363	0.002491154366518749	-2.603599360199291
88	59	14080.0	9440.0	760.8623540416784	0.0013142981706060622	-2.881306096603604
88	60	14080.0	9600.0	218.24241888169192	0.004582060651289311	-2.3389391664897166
88	61	14080.0	9760.0	889.6154250192675	0.0011240812286706268	-2.9492023045242615
88	62	14080.0	9920.0	1137.2169267867957	0.0008793397077068648	-3.055843315277455
88	63	14080.0	10080.0	961.952103205657	0.0010395527975535896	-2.9831534485125144
88	64	14080.0	10240.0	396.11261732938254	0.0025245345799436185	-2.597818676156515
88	65	14080.0	10400.0	598.7905363901449	0.0016700330737165244	-2.777274927900111
88	66	14080.0	10560.0	357.1735275349745	0.0027997595647736794	-2.552879263006191
88	67	14080.0	10720.0	891.2431047373732	0.0011220283160503944	-2.9499961828755246
88	68	14080.0	10880.0	1025.8131268982768	0.000974836423690222	-3.0110682522487537
88	69	14080.0	11040.0	494.01209224073693	0.0020242419481357357	-2.693737579549461
88	70	14080.0	11200.0	177.8474297788336	0.0056227970302611275	-2.2500475932162853
88	71	14080.0	11360.0			
88	72	14080.0	11520.0	828.6402114838451	0.0012067963708993813	-2.9183660045135746
88	73	14080.0	11680.0	1044.546655016105	0.000957353120799168	-3.0189278426538437
88	74	14080.0	11840.0	1283.1034062053866	0.0007793604125464615	-3.1082616578829034
88	75	14080.0	12000.0	687.618976119252	0.0014542937800287997	-2.8373478533410212
88	76	14080.0	12160.0	250.5114991815697	0.003991832723316243	-2.3988276659975973
88	77	14080.0	12320.0	208.89298243239944	0.004787140230158825	-2.3199238505017212
88	78	14080.0	12480.0			
88	83	14080.0	13280.0	310.29926231990356	0.003222695382914086	-2.4917807431291994
88	84	14080.0	13440.0	944.0139704039586	0.0010593063570574956	-2.9749784214426183
88	85	14080.0	13600.0	1170.9716649798925	0.0008539916292655738	-3.0685463861980997
88	118	14080.0	18880.0	562.3912510872847	0.001778121544506028	-2.75003855590567
88	119	14080.0	19040.0	1.1195436119964737	0.8932211208964942	-0.04904101625403472
88	130	14080.0	20800.0	1346.621880804655	0.000742598953911594	-3.1292456668937843
88	158	14080.0	25280.0	81.6106515030085	0.012253302498916284	-1.911746844870172
88	159	14080.0	25440.0	3496.102793700633	0.00028603277964304297	-3.543584193436236
88	160	14080.0	25600.0	895.8663427298704	0.0011162379389684572	-2.9522432206612863
88	161	14080.0	25760.0	856.5548322638753	0.0011674675833151266	-2.932755169505161
88	162	14080.0	25920.0	910.1845044946951	0.0010986783394595005	-2.9591294375538806
88	163	14080.0	26080.0	676.7849051392641	0.0014775743259141203	-2.8304506637309825
88	164	14080.0	26240.0	285.85287939620974	0.0034983030505490844	-2.456142571220877
88	165	14080.0	26400.0	484.70113786885196	0.00206312699078205	-2.6854740392597582
88	166	14080.0	26560.0			
88	168	14080.0	26880.0	169.8451880357918	0.005887714639223503	-2.230053247178339
88	169	14080.0	27040.0	1614.7834671666028	0.0006192780768028675	-3.2081142942711782
88	170	14080.0	27200.0	876.7606623255812	0.0011405621202798153	-2.9428810560602496
88	171	14080.0	27360.0	768.7331820398745	0.0013008414666665575	-2.8857756276099122
88	172	14080.0	27520.0	726.8712718966775	0.0013757594207714772	-2.861457504593448
88	173	14080.0	27680.0	971.1381493331535	0.0010297196137199068	-2.987281014898109
88	174	14080.0	27840.0	1313.1381857136985	0.0007615344758681997	-3.1183104306859235
88	175	14080.0	28000.0	509.54246662580516	0.001962544960426967	-2.7071803851092473
88	176	14080.0	28160.0	2063.3535484480662	0.0004846479173441418	-3.314573649196953
88	180	14080.0	28800.0	422.91819173889024	0.002364523493038578	-2.6262563666363614
88	185	14080.0	29600.0			
88	186	14080.0	29760.0	864.3646145143435	0.0011569191787910767	-2.9366969793637736
88	187	14080.0	29920.0	619.3976834409249	0.0016144716500144532	-2.7919695767542123
88	192	14080.0	30720.0	80.75164598654806	0.012383648503791292	-1.9071513834562628
88	193	14080.0	30880.0	621.2377304833361	0.0016096897386158094	-2.7932578244600967
88	194	14080.0	31040.0	815.9599289323758	0.0012255503788138559	-2.91166883146114
88	206	14080.0	32960.0	35.51229151585586	0.028159264224149286	-1.5503786970997597
88	207	14080.0	33120.0	830.6712643091303	0.001203845664303436	-2.91942918702978
88	208	14080.0	33280.0	688.4317063006982	0.0014525769090060077	-2.8378608639134226
88	209	14080.0	33440.0	455.6570587956982	0.0021946329606810006	-2.658638102519698
88	210	14080.0	33600.0	703.609630041655	0.0014212426284455461	-2.8473317748521243
89	7	14240.0	1120.0	291.00151472592063	0.0034364082294961545	-2.4638952495886457
89	8	14240.0	1280.0	424.0058711642769	0.002358457908269293	-2.6273718702639455
89	9	14240.0	1440.0	954.5159675203314	0.0010476514107960167	-2.97978319784018
89	10	14240.0	1600.0	429.7180705116558	0.002327107163097242	-2.633183617026897
89	11	14240.0	1760.0	500.20161683785034	0.0019991938577123163	-2.6991450911982056
89	14	14240.0	2240.0			
89	15	14240.0	2400.0	234.9562506229268	0.004256111498837567	-2.3709870031999425
89	16	14240.0	2560.0	467.42480145001446	0.0021393815580556825	-2.6697117522306253
89	19	14240.0	3040.0	825.2838112204831	0.0012117043693382708	-2.9166033260658835
89	20	14240.0	3200.0	1443.5281632730778	0.0006927471354161769	-3.159425261396354
89	21	14240.0	3360.0			
89	24	14240.0	3840.0	5.414166394623397	0.18470064034106193	-0.733531598895938
89	25	14240.0	4000.0	868.6532324094719	0.0011512073664035052	-2.9388464400772207
89	26	14240.0	4160.0	227.55542452963385	0.004394533780361597	-2.357087192798716
89	27	14240.0	4320.0			
89	29	14240.0	4640.0	127.47881805993735	0.007844440474258437	-2.105438028190252
89	31	14240.0	4960.0			
89	35	14240.0	5600.0			
89	37	14240.0	5920.0	627.1571263670972	0.001594496750427842	-2.797376361508946
89	38	14240.0	6080.0	644.833307148731	0.001550788380367191	-2.8094474617023026
89	39	14240.0	6240.0	1384.9972901016245	0.0007220230733640099	-3.14144892365674
89	40	14240.0	6400.0	150.6663384329612	0.006637182600975923	-2.1780162339617926
89	41	14240.0	6560.0	331.37527016849504	0.0030177266984694664	-2.520320094819275
89	42	14240.0	6720.0	424.2650923312004	0.002357016917195146	-2.627637300369976
89	43	14240.0	6880.0	79.57184242547403	0.012567259592318566	-1.9007594139358204
89	44	14240.0	7040.0	475.7397787523293	0.0021019894586544576	-2.6773694662619536
89	45	14240.0	7200.0	473.34390567736585	0.002112628868790393	-2.6751767899297256
89	46	14240.0	7360.0	792.3085661790651	0.0012621345302658204	-2.8988943514007603
89	47	14240.0	7520.0	974.0749370306143	0.0010266150600778377	-2.988592369082924
89	48	14240.0	7680.0	131.10274527630546	0.007627605340318778	-2.117611785861463
89	49	14240.0	7840.0	291.68582069446325	0.003428346285805527	-2.464915317898475
89	50	14240.0	8000.0	632.5806962744488	0.0015808259813956515	-2.8011159349249453
89	51	14240.0	8160.0	1378.2127020406274	0.0007255774079859856	-3.139316248191304
89	52	14240.0	8320.0	822.3677853136262	0.0012160009400400214	-2.915066089328057
89	53	14240.0	8480.0	787.9381589045395	0.0012691351328767825	-2.8964921333519573
89	54	14240.0	8640.0	824.0165091929788	0.0012135679186565996	-2.9159359128859346
89	55	14240.0	8800.0	509.91843190669937	0.0019610979667096474	-2.7075007105960154
89	56	14240.0	8960.0	414.7533482405631	0.002411071554315663	-2.617789900703707
89	57	14240.0	9120.0	771.0430875833854	0.0012969443810646364	-2.8870786480598283
89	58	14240.0	9280.0	14.655617624493116	0.06823322125495113	-1.166004125419095
89	59	14240.0	9440.0			
89	60	14240.0	9600.0	909.2772631439668	0.0010997745578090728	-2.958696331508963
89	61	14240.0	9760.0	1007.2841435205465	0.0009927685315336268	-3.0031519974217935
89	62	14240.0	9920.0	515.048900405362	0.0019415632170323323	-2.7118484643188934
89	63	14240.0	10080.0	1077.0505494683398	0.0009284615290281649	-3.032236086622015
89	64	14240.0	10240.0	636.5887019922652	0.0015708729936148795	-2.8038589266099034
89	65	14240.0	10400.0	77.66727563682636	0.01287543552674641	-1.8902380715167835
89	66	14240.0	10560.0	964.3884914720303	0.0010369265175215984	-2.9842520190840824
89	67	14240.0	10720.0	528.6613340675912	0.00189157015192669	-2.723177547561986
89	68	14240.0	10880.0	374.1638296246195	0.002672626055285065	-2.573061801994334
89	74	14240.0	11840.0	98.10613977916415	0.010193041967108166	-1.9916961876936223
89	75	14240.0	12000.0			
89	81	14240.0	12960.0	942.464587464933	0.001061047824289958	-2.974265040832734
89	82	14240.0	13120.0			
89	83	14240.0	13280.0			
89	84	14240.0	13440.0	334.0641546899717	0.0029934369969386574	-2.5238298780460484
89	85	14240.0	13600.0	580.2116144784401	0.0017235091043444784	-2.763586418112648
89	86	14240.0	13760.0	776.9544098215656	0.001287076805741612	-2.8903955359903457
89	119	14240.0	19040.0			
89	157	14240.0	25120.0	674.8252585541471	0.0014818651011115958	-2.82919132976384
89	158	14240.0	25280.0	1168.121701403809	0.0008560751836030732	-3.0674880923437557
89	159	14240.0	25440.0	1880.0193203366646	0.0005319094273036114	-3.2741623123873436
89	160	14240.0	25600.0	909.2668261622233	0.0010997871815259528	-2.9586913465062836
89	161	14240.0	25760.0			
89	162	14240.0	25920.0	429.0711705889504	0.0023306156846366138	-2.6325293351461596
89	163	14240.0	26080.0			
89	164	14240.0	26240.0	910.0698588086623	0.0010988167450233567	-2.9590747309261833
89	165	14240.0	26400.0	1722.251352880512	0.0005806353400898614	-3.236096534575766
89	166	14240.0	26560.0	1027.1085037957573	0.0009736069717117755	-3.0116163249124277
89	167	14240.0	26720.0			
89	168	14240.0	26880.0	1496.5156331227884	0.0006682188798210506	-3.1750812579911116
89	169	14240.0	27040.0	1700.8509831402826	0.0005879409836090986	-3.2306662653851492
89	170	14240.0	27200.0	1233.7714293898566	0.0008105229025237966	-3.0912347090089525
89	171	14240.0	27360.0	503.69970932648914	0.0019853098611812337	-2.7021717002364323
89	172	14240.0	27520.0			
89	173	14240.0	27680.0	1327.1874625375026	0.0007534730610610653	-3.1229322704119507
89	174	14240.0	27840.0	946.4876510802728	0.001056537820497342	-2.9761149520529258
89	175	14240.0	28000.0	2493.38038447758	0.00040106195036483487	-3.396788538542999
89	176	14240.0	28160.0	1350.589813563274	0.000740417253230787	-3.1305234698548112
89	177	14240.0	28320.0			
89	185	14240.0	29600.0	298.43662835521127	0.0033507951269633024	-2.4748521248204485
89	186	14240.0	29760.0	1162.4476751143695	0.0008602537743486933	-3.065373413243255
89	187	14240.0	29920.0	475.7039035733565	0.002102147980052877	-2.677336715206769
89	193	14240.0	30880.0			
89	194	14240.0	31040.0	801.7091976136605	0.0012473350723386546	-2.904016866072062
89	195	14240.0	31200.0	1197.6545734688975	0.0008349652914559421	-3.0783315772618516
89	206	14240.0	32960.0	193.55946464677908	0.005166370974547126	-2.2868144122520895
89	207	14240.0	33120.0	914.1082495496678	0.001093962340338408	-2.9609976283359827
89	208	14240.0	33280.0	136.86298895597844	0.007306577239239214	-2.136286020337433
89	209	14240.0	33440.0	2791.8930796583154	0.00035817990570125437	-3.445898782216332
89	210	14240.0	33600.0	500.1082099973366	0.001999567253665613	-2.6990639841762873
89	211	14240.0	33760.0			
90	7	14400.0	1120.0			
90	8	14400.0	1280.0			
90	9	14400.0	1440.0			
90	10	14400.0	1600.0	1322.865792930358	0.0007559345818330074	-3.1215157864805807
90	11	14400.0	1760.0	103.29607101450105	0.009680910320970645	-2.0140838029409904
90	17	14400.0	2720.0			
90	19	14400.0	3040.0	740.0527699929744	0.001351254992275069	-2.8692626885142967
90	24	14400.0	3840.0			
90	25	14400.0	4000.0	888.6643058311535	0.0011252843097649973	-2.948737736608143
90	26	14400.0	4160.0			
90	27	14400.0	4320.0			
90	28	14400.0	4480.0	223.02652422807893	0.004483771620712459	-2.348356516146258
90	29	14400.0	4640.0	605.9004260305062	0.0016504362054197523	-2.7824012578647968
90	30	14400.0	4800.0	3.940984059586438	0.25374373123065586	-0.5956046782435147
90	31	14400.0	4960.0			
90	33	14400.0	5280.0			
90	34	14400.0	5440.0			
90	35	14400.0	5600.0			
90	36	14400.0	5760.0			
90	37	14400.0	5920.0	1034.5808949035033	0.0009665749724609706	-3.014764454244536
90	38	14400.0	6080.0	1313.3158283392436	0.0007614314686700702	-3.1183691784970256
90	39	14400.0	6240.0	1150.2355215520606	0.000869387165726423	-3.060786775342945
90	40	14400.0	6400.0	22.162089589975544	0.04512209897627724	-1.3456107061742628
90	41	14400.0	6560.0	690.5933251261139	0.001448030213465187	-2.839222376395559
90	42	14400.0	6720.0	1028.833506956657	0.000971974564629074	-3.012345099873903
90	43	14400.0	6880.0	648.2300996553239	0.0015426620894829148	-2.81172919301942
90	44	14400.0	7040.0	1731.9804729582827	0.000577373715011905	-3.238542991298954
90	45	14400.0	7200.0	67.1902684122143	0.014883107682573468	-1.8273063760162227
90	46	14400.0	7360.0	816.6323784609684	0.001224541208964317	-2.912026595165917
90	47	14400.0	7520.0	482.60277547659643	0.0020720974905551375	-2.683589815232743
90	48	14400.0	7680.0	497.6054381941566	0.002009624339374318	-2.696885117994676
90	49	14400.0	7840.0	525.5476421048089	0.0019027770650725743	-2.7206120919444063
90	50	14400.0	8000.0	348.10511995516094	0.0028726954666130995	-2.541710410965764
90	51	14400.0	8160.0	841.4723953987202	0.0011883931136281228	-2.9250398734637724
90	52	14400.0	8320.0	456.4605088824277	0.002190770024001296	-2.659403210093029
90	53	14400.0	8480.0	836.9666975198687	0.0011947906684498172	-2.92270817798001
90	54	14400.0	8640.0			
90	55	14400.0	8800.0	1174.0833717914975	0.0008517282707735916	-3.069698937306314
90	56	14400.0	8960.0	270.67624935891615	0.0036944504823325005	-2.4324501500265505
90	57	14400.0	9120.0			
90	58	14400.0	9280.0	296.9870774774053	0.0033671498722905873	-2.472737552676296
90	59	14400.0	9440.0			
90	60	14400.0	9600.0	1936.900239975935	0.000516288851310393	-3.287107252962952
90	61	14400.0	9760.0	1466.246961741918	0.0006820133484280088	-3.166207125208778
90	62	14400.0	9920.0	1456.7265629537656	0.0006864706290330332	-3.1633780395222826
90	63	14400.0	10080.0	856.5073934604088	0.001167532245063129	-2.9327311161925964
90	64	14400.0	10240.0	217.86926511138782	0.00458990853752933	-2.3381959685024065
90	86	14400.0	13760.0	294.80040438967177	0.0033921256046792404	-2.469528074926778
90	87	14400.0	13920.0			
90	91	14400.0	14560.0			
90	92	14400.0	14720.0	274.8445346952347	0.00363842053875608	-2.439087105408351
90	119	14400.0	19040.0			
90	129	14400.0	20640.0			
90	130	14400.0	20800.0	491.46059815869177	0.0020347511148332215	-2.691488704898168
90	135	14400.0	21600.0	1096.2867584775981	0.0009121700980760631	-3.039924168505312
90	155	14400.0	24800.0			
90	156	14400.0	24960.0	401.35780631907954	0.0024915424198950296	-2.6035317143249515
90	157	14400.0	25120.0	1195.0199252084606	0.0008368061309317156	-3.0773751465694645
90	158	14400.0	25280.0	1033.1939866495256	0.0009678724546615218	-3.014181869846877
90	159	14400.0	25440.0	2213.778978097919	0.00045171627786401734	-3.3451342590973536
90	160	14400.0	25600.0	497.34977577251146	0.0020106573858342334	-2.696661926478443
90	165	14400.0	26400.0	101.07262912654369	0.00989387541060194	-2.0046335628245524
90	166	14400.0	26560.0	1051.7234034810108	0.0009508203361170667	-3.021901538167062
90	167	14400.0	26720.0	116.73301955063158	0.008566556436640976	-2.067193719629601
90	168	14400.0	26880.0	507.3583779622622	0.0019709933716209986	-2.7053148362346433
90	169	14400.0	27040.0	13.009747366180646	0.07686544341357002	-1.114268863161204
90	170	14400.0	27200.0	1855.555227784959	0.0005389222508853777	-3.2684738849932424
90	171	14400.0	27360.0	539.946332529174	0.0018520359149693246	-2.732350595666094
90	172	14400.0	27520.0	365.1797408016708	0.0027383775392488168	-2.5625066760306754
90	173	14400.0	27680.0	1125.9802188748215	0.0008881150691965868	-3.0515307609336473
90	174	14400.0	27840.0	601.5719254941017	0.0016623116166510745	-2.7792875601509146
90	175	14400.0	28000.0	778.4514669321004	0.001284601600072807	-2.891231541373484
90	181	14400.0	28960.0	75.36618615597477	0.013268549876338985	-1.8771765387118464
90	182	14400.0	29120.0	572.8850965557806	0.0017455507326199612	-2.7580675243481028
90	183	14400.0	29280.0	426.2303539517063	0.002346149190757316	-2.629644374717277
90	184	14400.0	29440.0	806.2024423491465	0.001240383243055129	-2.9064441094919897
90	185	14400.0	29600.0	835.6905547901032	0.0011966151756389847	-2.922045493676424
90	186	14400.0	29760.0	971.859537679575	0.0010289552772076646	-2.987603501120969
90	187	14400.0	29920.0	364.2597928086742	0.0027452933860456167	-2.5614112362295374
90	194	14400.0	31040.0	123.72139990333133	0.008082676083372332	-2.092444825385881
90	195	14400.0	31200.0	997.2907639227578	0.0010027165959770705	-2.9988217969847812
90	196	14400.0	31360.0	1260.2039505429962	0.0007935223497507053	-3.100440836726763
90	197	14400.0	31520.0			
90	206	14400.0	32960.0	232.12484996767066	0.004308026478592342	-2.3657216360446216
90	207	14400.0	33120.0	1996.2289757602907	0.0005009445369958807	-3.300210355190685
90	208	14400.0	33280.0	1092.493618361173	0.0009153371545548057	-3.0384189087833082
90	209	14400.0	33440.0	1034.3044526695496	0.0009668333123955819	-3.014648394321132
90	210	14400.0	33600.0	2237.2958620400223	0.00044696815337072807	-3.349723419391718
91	24	14560.0	3840.0			
91	26	14560.0	4160.0	573.6822064421714	0.0017431253554153986	-2.7586713798391798
91	27	14560.0	4320.0	630.0391734471552	0.0015872028949067804	-2.7993675530774382
91	28	14560.0	4480.0	1329.8744701341313	0.0007519506708773346	-3.123810648861095
91	29	14560.0	4640.0	651.0608756247577	0.0015359546817191256	-2.81362159795663
91	30	14560.0	4800.0	893.4771284880583	0.0011192228296791431	-2.9510834397755614
91	31	14560.0	4960.0	567.9816557668624	0.0017606202415989059	-2.754334309429544
91	32	14560.0	5120.0	1235.5259571328556	0.0008093719069412238	-3.0918518739154734
91	33	14560.0	5280.0	612.3430533188993	0.0016330715186201592	-2.7869947953846084
91	34	14560.0	5440.0	452.12273627462093	0.0022117887904504687	-2.655256347313714
91	35	14560.0	5600.0	260.1528847405078	0.003843893566652011	-2.415228645991956
91	36	14560.0	5760.0			
91	37	14560.0	5920.0	493.3330035347173	0.002027028382117206	-2.6931401703446864
91	38	14560.0	6080.0	300.9925234260299	0.0033223416602431123	-2.478555707968773
91	39	14560.0	6240.0			
91	40	14560.0	6400.0			
91	41	14560.0	6560.0	247.8262544333691	0.004035084992453297	-2.3941473131439617
91	42	14560.0	6720.0	213.57482694673516	0.004682199743743193	-2.329550063139373
91	43	14560.0	6880.0	1260.38010510506	0.0007934114446503772	-3.1005015392883135
91	44	14560.0	7040.0			
91	45	14560.0	7200.0	1087.4705184706042	0.000919565158792883	-3.0364174919815365
91	46	14560.0	7360.0	292.2271330489312	0.0034219957249231802	-2.465720537355828
91	47	14560.0	7520.0	215.25521169623661	0.004645648261521202	-2.332953675263979
91	48	14560.0	7680.0	701.1038176219097	0.0014263222861799886	-2.8457823319209257
91	49	14560.0	7840.0	1186.3903160788584	0.0008428929218717011	-3.0742275931023557
91	50	14560.0	8000.0	2027.1696566947148	0.0004932986228841313	-3.306890096933272
91	51	14560.0	8160.0	1097.0780387821355	0.0009115121847759329	-3.0402375214735344
91	52	14560.0	8320.0	671.4158739764792	0.0014893898681266977	-2.8269916048579193
91	53	14560.0	8480.0	623.25872778743	0.0016044701107516015	-2.794668368849907
91	56	14560.0	8960.0			
91	57	14560.0	9120.0			
91	58	14560.0	9280.0	2046.9068676230215	0.0004885420122515168	-3.3110980831131447
91	59	14560.0	9440.0	1506.69463918107	0.0006637044919357564	-3.178025243053587
91	60	14560.0	9600.0	84.01940134360808	0.011902012916164115	-1.9243795827709589
91	61	14560.0	9760.0	1972.8478075547405	0.000506881471632349	-3.2950935835347304
91	62	14560.0	9920.0	715.037830806912	0.0013985274022096307	-2.854329019809547
91	63	14560.0	10080.0	870.2639952067412	0.0011490766083715074	-2.9396510161472924
91	64	14560.0	10240.0	1564.5076311974658	0.000639178729498817	-3.1943776858451822
91	65	14560.0	10400.0	1598.8262792843093	0.000625458821234559	-3.2038012779758382
91	78	14560.0	12480.0	34.18117407708529	0.029255870431624226	-1.53378697606881
91	79	14560.0	12640.0	444.4568335337419	0.0022499372819837246	-2.647829587874423
91	97	14560.0	15520.0			
91	119	14560.0	19040.0	452.6845516649338	0.0022090437951153585	-2.655795673993484
91	135	14560.0	21600.0			
91	149	14560.0	23840.0	155.6883335112102	0.006423088856095925	-2.192256069976368
91	154	14560.0	24640.0			
91	155	14560.0	24800.0			
91	156	14560.0	24960.0	1466.2657113009952	0.0006820046273282318	-3.1662126786920557
91	157	14560.0	25120.0	721.5012889004064	0.001385998910028332	-2.858237111260191
91	158	14560.0	25280.0	6.114411400620092	0.16354803994683528	-0.786354656341045
91	159	14560.0	25440.0	62.755356232533465	0.015934894804749473	-1.7976507992042192
91	160	14560.0	25600.0	678.5436786706852	0.0014737444787033761	-2.8315778089524257
91	161	14560.0	25760.0	1618.870296189727	0.0006177147127559643	-3.209212054494209
91	162	14560.0	25920.0	458.83064009234783	0.002179453403109113	-2.661652411798358
91	165	14560.0	26400.0			
91	166	14560.0	26560.0	1420.688119502813	0.0007038842559969898	-3.1524987486909106
91	167	14560.0	26720.0	559.9241269093858	0.0017859562607521519	-2.748129181475798
91	168	14560.0	26880.0	1631.2275044722335	0.0006130352739016251	-3.2125145355630056
91	169	14560.0	27040.0	1040.2390921482993	0.0009613174582151133	-3.017133170516761
91	170	14560.0	27200.0	983.6316357371323	0.0010166407460559168	-2.992832488148342
91	171	14560.0	27360.0	672.8351643191518	0.0014862481229141902	-2.8279086808735205
91	172	14560.0	27520.0	611.335049016592	0.0016357642206325704	-2.786279295443227
91	173	14560.0	27680.0	987.7769683456901	0.001012374282905969	-2.9946588956491906
91	174	14560.0	27840.0	679.7381625509539	0.0014711547108774239	-2.832341653209057
91	180	14560.0	28800.0			
91	181	14560.0	28960.0	628.914487463123	0.0015900412853164492	-2.7985915991057495
91	182	14560.0	29120.0	916.1253953709119	0.0010915536290696645	-2.9619549221290375
91	183	14560.0	29280.0	1161.300113752666	0.0008611038508973919	-3.0649444685790055
91	184	14560.0	29440.0	789.0360064067143	0.0012673692859138583	-2.897096822001499
91	185	14560.0	29600.0	587.0289178718376	0.0017034935921475742	-2.768659495732842
91	186	14560.0	29760.0			
91	196	14560.0	31360.0	1064.5596858835574	0.0009393555037452179	-3.0271700157256887
91	197	14560.0	31520.0	221.6829949486642	0.0045109459127957606	-2.3457323801545984
91	205	14560.0	32800.0	34.90047765276371	0.02865290297598009	-1.5428313708141943
91	206	14560.0	32960.0	1316.9614041833026	0.0007593236953061185	-3.1195730474023056
91	207	14560.0	33120.0	858.6136760733499	0.001164668148046796	-2.933797801678812
91	208	14560.0	33280.0	1317.6469209909246	0.0007589286508163802	-3.119799051526468
91	209	14560.0	33440.0	1615.4201351263378	0.000619034007473104	-3.208285491767894
91	210	14560.0	33600.0	14.86226357510962	0.06728450178172972	-1.1720849590419231
92	8	14720.0	1280.0	890.0983086915605	0.0011234714078605479	-2.949437975818416
